Citat,Url,Källa
Bra service och mycket hjälpsamma god förståelse för kundens situation.,https://se.trustpilot.com/reviews/5be3f1849d37800a4cd9766d,
Bra service samt snabb utbetalning. Inga problem om du har svårt att få lån,https://se.trustpilot.com/reviews/5bdd615f9d3780077c24ac6b,
