Citat,Url,Källa
Väldigt trevliga och Serviceminded! Snabba på att svara när man ringer lr vill chatta! :-),https://se.trustpilot.com/reviews/5b9a55e58c83fd0b58d77e61,Trustpilot
"Har använt Ferratum flera gånger för snabba lån och är helnöjd... Jag får alltid besked på 0.005 sekunder, pengarna brukar finnas dagen efter, och de gånger jag haft telefonkontakt med Ferratum har deras service varit mycket bra... Kredittjänsten på deras sida är också väldigt bra och lättöverskådlig, man ser tydligt på en graf hur mycket man har lånat, samt vad man behöver betala per månad!",https://se.trustpilot.com/reviews/5ac7d6ff6d33bc073c56279a,Trustpilot
